utcTime,sessionTime,frame,playerPosition,action,hand,hold,details
2026-06-28T00:38:23.8489380Z,23.656,225,"(-0.077,1.024,-0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:24.1028180Z,23.911,226,"(-0.076,1.022,-0.027)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:24.3589090Z,24.166,227,"(-0.076,1.022,-0.029)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:24.6143330Z,24.422,228,"(-0.077,1.022,-0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:24.8651430Z,24.673,229,"(-0.077,1.021,-0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:25.1140270Z,24.922,230,"(-0.077,1.019,-0.027)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:25.3612990Z,25.169,231,"(-0.078,1.019,-0.027)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:25.6050320Z,25.413,232,"(-0.078,1.019,-0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:25.8470300Z,25.655,233,"(-0.079,1.019,-0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:26.0653190Z,25.873,234,"(-0.079,1.020,-0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:26.1866920Z,25.996,235,"(-0.079,1.019,-0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:26.3052570Z,26.114,236,"(0.000,1.022,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:26.4542470Z,26.263,237,"(0.000,1.022,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:26.6293850Z,26.438,238,"(0.000,1.022,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:26.7480270Z,26.556,239,"(-0.001,1.022,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:26.8613840Z,26.671,240,"(-0.001,1.021,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:26.9775130Z,26.786,241,"(-0.001,1.021,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:27.1261990Z,26.935,242,"(-0.001,1.021,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:27.2798550Z,27.089,243,"(-0.001,1.020,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:27.4446090Z,27.253,244,"(0.000,1.020,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:27.6971860Z,27.505,245,"(0.000,1.020,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:27.9412360Z,27.749,246,"(-0.001,1.020,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:28.0631820Z,27.872,247,"(-0.001,1.020,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:28.1799960Z,27.989,248,"(-0.001,1.020,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:28.2925380Z,28.101,249,"(-0.001,1.020,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:28.4003800Z,28.210,250,"(-0.001,1.020,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:28.5072220Z,28.317,251,"(-0.001,1.019,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:28.6142040Z,28.423,252,"(-0.001,1.020,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:28.7180690Z,28.527,253,"(-0.001,1.020,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:28.8229160Z,28.632,254,"(-0.001,1.020,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:28.9244800Z,28.734,255,"(-0.001,1.020,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:29.0274000Z,28.836,256,"(-0.001,1.020,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:29.1329170Z,28.942,257,"(-0.001,1.020,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:29.2329110Z,29.042,258,"(-0.002,1.020,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:29.3330970Z,29.142,259,"(-0.002,1.020,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:29.4392120Z,29.248,260,"(-0.002,1.020,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:29.5391930Z,29.348,261,"(-0.002,1.019,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:29.6440870Z,29.453,262,"(-0.002,1.018,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:29.7518390Z,29.561,263,"(-0.003,1.014,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:29.8643900Z,29.673,264,"(-0.004,1.004,0.005)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:30.0271140Z,29.836,265,"(-0.006,0.994,0.009)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:30.2608380Z,30.069,266,"(-0.008,0.987,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:30.5373490Z,30.345,267,"(-0.006,0.985,0.016)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:30.8092530Z,30.617,268,"(-0.007,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:31.0742730Z,30.882,269,"(-0.008,0.984,0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:31.3273460Z,31.135,270,"(-0.008,0.984,0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:31.5882220Z,31.396,271,"(-0.007,0.984,0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:31.7053960Z,31.515,272,"(-0.008,0.984,0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:31.8201760Z,31.629,273,"(-0.007,0.983,0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:31.9364920Z,31.745,274,"(-0.007,0.984,0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:32.0512270Z,31.860,275,"(-0.007,0.984,0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:32.1668840Z,31.976,276,"(-0.007,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:32.2839990Z,32.093,277,"(-0.007,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:32.4002270Z,32.209,278,"(-0.007,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:32.5152460Z,32.324,279,"(-0.008,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:32.6318250Z,32.440,280,"(-0.008,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:32.7454370Z,32.555,281,"(-0.008,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:32.8601750Z,32.669,282,"(-0.008,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:32.9742030Z,32.783,283,"(-0.008,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:33.0885710Z,32.898,284,"(-0.008,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:33.2044070Z,33.013,285,"(-0.009,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:33.3179670Z,33.127,286,"(-0.009,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:33.4329420Z,33.242,287,"(-0.009,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:33.5470670Z,33.356,288,"(-0.009,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:33.6621990Z,33.471,289,"(-0.009,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:33.7761730Z,33.585,290,"(-0.009,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:33.8904660Z,33.699,291,"(-0.009,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:34.0041660Z,33.813,292,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:34.1201730Z,33.929,293,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:34.2369530Z,34.045,294,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:34.3559750Z,34.165,295,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:34.4754480Z,34.284,296,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:34.5955720Z,34.405,297,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:34.7155750Z,34.525,298,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:34.8406720Z,34.649,299,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:34.9658850Z,34.775,300,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:35.0881900Z,34.897,301,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:35.2115890Z,35.021,302,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:35.3346920Z,35.143,303,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:35.4556140Z,35.264,304,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:35.5800680Z,35.389,305,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:35.7004020Z,35.509,306,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:35.8232880Z,35.632,307,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:35.9451960Z,35.754,308,"(-0.008,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:36.0690350Z,35.878,309,"(-0.008,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:36.1930070Z,36.001,310,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:36.3167070Z,36.125,311,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:36.4390090Z,36.247,312,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:36.5633260Z,36.372,313,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:36.6876720Z,36.496,314,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:36.8111520Z,36.620,315,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:36.9342680Z,36.743,316,"(-0.009,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:37.0577540Z,36.867,317,"(-0.009,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:37.1800890Z,36.989,318,"(-0.009,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:37.3024420Z,37.112,319,"(-0.009,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:37.4244330Z,37.233,320,"(-0.010,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:37.5470790Z,37.355,321,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:37.6675280Z,37.477,322,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:37.7862750Z,37.595,323,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:37.9006930Z,37.710,324,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:38.0144540Z,37.823,325,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:38.1264730Z,37.936,326,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:38.2398440Z,38.049,327,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:38.3540610Z,38.163,328,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:38.4666190Z,38.276,329,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:38.5834170Z,38.392,330,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:38.7000790Z,38.509,331,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:38.8160420Z,38.625,332,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:38.9329970Z,38.742,333,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:39.0509550Z,38.859,334,"(-0.009,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:39.1661460Z,38.975,335,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:39.2831600Z,39.092,336,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:39.4031330Z,39.212,337,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:39.5211950Z,39.330,338,"(-0.008,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:39.6399150Z,39.449,339,"(-0.008,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:39.7582290Z,39.567,340,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:39.8771570Z,39.687,341,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:39.9966600Z,39.805,342,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:40.1160810Z,39.925,343,"(-0.009,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:40.2374010Z,40.046,344,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:40.3551860Z,40.164,345,"(-0.010,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:40.4746220Z,40.283,346,"(-0.010,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:40.5926390Z,40.401,347,"(-0.010,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:40.7102920Z,40.520,348,"(-0.010,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:40.8298040Z,40.639,349,"(-0.010,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:40.9488970Z,40.758,350,"(-0.010,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:41.0686400Z,40.878,351,"(-0.009,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:41.1876310Z,40.996,352,"(-0.010,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:41.3081940Z,41.117,353,"(-0.011,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:41.4265390Z,41.235,354,"(-0.012,0.985,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:41.5426140Z,41.352,355,"(-0.012,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:41.6551180Z,41.464,356,"(-0.011,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:41.7663760Z,41.576,357,"(-0.011,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:41.8736940Z,41.683,358,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:41.9780900Z,41.787,359,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.0826830Z,41.892,360,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.1871110Z,41.996,361,"(-0.011,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.2868040Z,42.094,362,"(-0.011,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.3869490Z,42.193,363,"(-0.011,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.4868370Z,42.293,364,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.5908370Z,42.400,365,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.6909480Z,42.498,366,"(-0.010,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.7905680Z,42.595,367,"(-0.010,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.8906380Z,42.694,368,"(-0.010,0.984,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:42.9909230Z,42.795,369,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:43.0959070Z,42.904,370,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:43.2144170Z,43.023,371,"(-0.010,0.985,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:43.3376430Z,43.146,372,"(-0.010,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:43.4655640Z,43.274,373,"(-0.010,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:43.5877500Z,43.397,374,"(-0.010,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:43.7069560Z,43.516,375,"(-0.010,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:43.8169750Z,43.626,376,"(-0.010,0.986,0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:43.9270750Z,43.736,377,"(-0.010,0.986,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:44.0369530Z,43.845,378,"(-0.010,0.987,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:44.1449550Z,43.954,379,"(-0.010,0.987,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:44.2531940Z,44.062,380,"(-0.010,0.988,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:44.3619980Z,44.171,381,"(-0.009,0.991,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:44.4744810Z,44.283,382,"(-0.009,0.992,0.012)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:44.5879050Z,44.397,383,"(-0.009,0.991,0.012)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:44.7011540Z,44.510,384,"(-0.008,0.989,0.012)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:44.8175810Z,44.627,385,"(-0.008,0.988,0.011)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:44.9373250Z,44.746,386,"(-0.008,0.988,0.010)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:45.0662220Z,44.875,387,"(-0.005,0.986,0.008)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:45.1919550Z,45.001,388,"(0.007,0.972,0.007)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:45.3177980Z,45.127,389,"(0.019,0.956,0.010)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:45.4425700Z,45.251,390,"(0.027,0.939,0.016)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:45.5674640Z,45.376,391,"(0.032,0.925,0.022)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:45.6904840Z,45.499,392,"(0.037,0.915,0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:45.8118420Z,45.621,393,"(0.037,0.913,0.031)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:45.9336320Z,45.743,394,"(0.036,0.912,0.030)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:46.0573490Z,45.866,395,"(0.035,0.912,0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:46.1808020Z,45.990,396,"(0.035,0.914,0.027)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:46.3044960Z,46.113,397,"(0.035,0.919,0.029)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:46.4288230Z,46.237,398,"(0.034,0.933,0.032)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:46.5480510Z,46.357,399,"(0.033,0.951,0.035)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:46.6696480Z,46.479,400,"(0.030,0.969,0.034)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:46.7928890Z,46.602,401,"(0.025,0.991,0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:46.9138300Z,46.723,402,"(0.019,1.010,0.018)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:47.0352590Z,46.844,403,"(0.014,1.023,0.007)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:47.1547160Z,46.964,404,"(0.012,1.032,-0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:47.2764040Z,47.085,405,"(0.010,1.039,-0.009)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:47.3998030Z,47.209,406,"(0.009,1.043,-0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:47.5234000Z,47.332,407,"(0.009,1.046,-0.017)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:47.6450800Z,47.454,408,"(0.009,1.049,-0.021)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:47.7675300Z,47.576,409,"(0.008,1.051,-0.024)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:47.8893150Z,47.698,410,"(0.007,1.052,-0.027)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:48.0131070Z,47.822,411,"(0.006,1.052,-0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:48.1364350Z,47.945,412,"(0.006,1.052,-0.027)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:48.2612950Z,48.070,413,"(0.006,1.052,-0.026)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:48.3828880Z,48.192,414,"(0.006,1.052,-0.025)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:48.5087480Z,48.317,415,"(0.006,1.052,-0.025)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:48.6331820Z,48.442,416,"(0.006,1.052,-0.025)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:48.7565040Z,48.565,417,"(0.005,1.052,-0.025)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:48.8802040Z,48.689,418,"(0.004,1.052,-0.025)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:49.0057840Z,48.815,419,"(0.003,1.052,-0.025)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:49.1298550Z,48.938,420,"(0.003,1.052,-0.025)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:49.2541870Z,49.063,421,"(0.003,1.052,-0.024)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:49.3770450Z,49.186,422,"(0.003,1.051,-0.023)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:49.5014670Z,49.310,423,"(0.003,1.050,-0.023)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:49.6246580Z,49.433,424,"(0.003,1.049,-0.022)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:49.7493170Z,49.558,425,"(0.002,1.049,-0.020)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:49.8726580Z,49.681,426,"(0.002,1.048,-0.019)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:49.9942580Z,49.803,427,"(0.002,1.048,-0.019)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:50.1134910Z,49.921,428,"(0.002,1.048,-0.019)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:50.2273200Z,50.036,429,"(0.002,1.047,-0.018)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:50.3437570Z,50.153,430,"(0.003,1.046,-0.018)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:50.4590040Z,50.268,431,"(0.003,1.046,-0.017)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:50.5731130Z,50.382,432,"(0.003,1.046,-0.016)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:50.6870380Z,50.496,433,"(0.002,1.046,-0.016)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:50.8025320Z,50.611,434,"(0.002,1.046,-0.016)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:50.9157110Z,50.725,435,"(0.002,1.045,-0.016)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:51.0296600Z,50.839,436,"(0.002,1.045,-0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:51.1445840Z,50.953,437,"(0.001,1.045,-0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:51.2592600Z,51.068,438,"(0.001,1.046,-0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:51.3743070Z,51.183,439,"(0.001,1.046,-0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:51.4889950Z,51.297,440,"(0.001,1.046,-0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:51.6037800Z,51.413,441,"(0.001,1.046,-0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:51.7197160Z,51.529,442,"(0.001,1.046,-0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:51.8348770Z,51.644,443,"(0.001,1.046,-0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:51.9491250Z,51.758,444,"(0.001,1.046,-0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:52.0673680Z,51.876,445,"(0.001,1.045,-0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:52.1818870Z,51.991,446,"(0.000,1.045,-0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:52.2977490Z,52.106,447,"(0.000,1.045,-0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:52.4127260Z,52.222,448,"(0.000,1.045,-0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:52.5296880Z,52.339,449,"(0.000,1.044,-0.014)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:52.6437310Z,52.453,450,"(0.000,1.033,-0.011)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:52.7602850Z,52.569,451,"(0.000,1.030,-0.008)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:52.8752290Z,52.684,452,"(0.001,1.032,-0.007)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:52.9893120Z,52.799,453,"(0.000,1.037,-0.008)",LocomotionStop,,,grip locomotion stopped
